0,	1460,	
1,	1463,	
2,	1471,	
3,	1464,	
4,	1459,	
5,	1471,	
6,	1464,	
7,	1465,	
8,	1466,	
9,	1467,	
10,	1465,	
11,	1462,	
12,	1467,	
13,	1465,	
14,	1465,	
15,	1521,	
16,	9470,	
17,	14052,	
18,	12027,	
19,	3246,	
20,	1780,	
21,	1648,	
22,	1491,	
23,	1515,	
24,	1506,	
25,	1488,	
26,	1490,	
27,	1485,	
28,	1485,	
29,	1487,	
30,	1486,	
31,	1481,	
32,	1478,	
33,	1476,	
34,	1463,	
35,	1471,	
36,	1472,	
37,	1473,	
38,	1472,	
39,	1468,	
40,	1469,	
41,	1471,	
42,	1469,	
43,	1471,	
44,	1463,	
45,	1474,	
46,	1466,	
47,	1467,	
48,	1470,	
49,	1460,	
50,	1471,	
51,	1467,	
52,	1466,	
53,	1470,	
54,	1468,	
55,	1461,	
56,	1464,	
57,	1471,	
58,	1467,	
59,	1464,	
60,	1462,	
61,	1465,	
62,	1462,	
63,	1463,	
64,	1464,	
65,	1459,	
66,	1462,	
67,	1468,	
68,	1465,	
69,	1464,	
70,	1462,	
71,	1463,	
72,	1465,	
73,	1462,	
74,	1471,	
75,	1459,	
76,	1466,	
77,	1462,	
78,	1466,	
79,	1462,	
80,	1466,	
81,	1462,	
82,	1461,	
83,	1466,	
84,	1471,	
85,	1467,	
86,	1465,	
87,	1471,	
88,	1461,	
89,	1467,	
90,	1464,	
91,	1465,	
92,	1476,	
93,	1468,	
94,	1468,	
95,	1468,	
96,	1468,	
97,	1472,	
98,	1465,	
99,	1466,	
100,	1467,	
101,	1469,	
102,	1467,	
103,	1469,	
104,	1467,	
105,	1465,	
106,	1462,	
107,	1467,	
108,	1468,	
109,	1471,	
110,	1465,	
111,	1474,	
112,	1471,	
113,	1467,	
114,	1477,	
115,	1467,	
116,	1475,	
117,	1470,	
118,	1467,	
119,	1467,	
120,	1472,	
121,	1469,	
122,	1468,	
123,	1470,	
124,	1464,	
125,	1476,	
126,	1466,	
127,	1475,	
128,	1463,	
129,	1476,	
130,	1469,	
131,	1464,	
132,	1462,	
133,	1471,	
134,	1474,	
135,	1461,	
136,	1464,	
137,	1470,	
138,	1469,	
139,	1465,	
140,	1464,	
141,	1465,	
142,	1463,	
143,	1462,	
144,	1465,	
145,	1465,	
146,	1463,	
147,	1467,	
148,	1463,	
149,	1471,	
150,	1467,	
151,	1467,	
152,	1469,	
153,	1464,	
154,	1456,	
155,	1465,	
156,	1467,	
157,	1465,	
158,	1464,	
159,	1468,	
160,	1465,	
161,	1467,	
162,	1472,	
163,	1469,	
164,	1470,	
165,	1470,	
166,	1466,	
167,	1465,	
168,	1469,	
169,	1468,	
170,	1463,	
171,	1465,	
172,	1471,	
173,	1467,	
174,	1470,	
175,	1472,	
176,	1468,	
177,	1466,	
178,	1464,	
179,	1463,	
180,	1462,	
181,	1469,	
182,	1466,	
183,	1461,	
184,	1467,	
185,	1466,	
186,	1467,	
187,	1464,	
188,	1464,	
189,	1463,	
190,	1466,	
191,	1468,	
192,	1470,	
193,	1471,	
194,	1471,	
195,	1465,	
196,	1467,	
197,	1467,	
198,	1472,	
199,	1473,	
200,	1470,	
201,	1466,	
202,	1468,	
203,	1470,	
204,	1471,	
205,	1471,	
206,	1467,	
207,	1468,	
208,	1471,	
209,	1465,	
210,	1466,	
211,	1463,	
212,	1470,	
213,	1467,	
214,	1466,	
215,	1464,	
216,	1463,	
217,	1466,	
218,	1466,	
219,	1465,	
220,	1467,	
221,	1468,	
222,	1466,	
223,	1469,	
224,	1469,	
225,	1470,	
226,	1467,	
227,	1469,	
228,	1465,	
229,	1467,	
230,	1471,	
231,	1464,	
232,	1468,	
233,	1465,	
234,	1466,	
235,	1465,	
236,	1460,	
237,	1468,	
238,	1470,	
239,	1467,	
240,	1461,	
241,	1489,	
242,	1460,	
243,	1465,	
244,	1459,	
245,	1463,	
246,	1468,	
247,	1460,	
248,	1465,	
249,	1475,	
250,	1455,	
251,	1464,	
252,	1474,	
253,	1460,	
254,	1464,	
255,	1467,	
256,	1464,	
257,	1464,	
258,	1472,	
259,	1468,	
260,	1467,	
261,	1476,	
262,	1465,	
263,	1468,	
264,	1470,	
265,	1469,	
266,	1469,	
267,	1468,	
268,	1466,	
269,	1463,	
270,	1469,	
271,	1464,	
272,	1467,	
273,	1467,	
274,	1462,	
275,	1462,	
276,	1468,	
277,	1466,	
278,	1469,	
279,	1462,	
280,	1466,	
281,	1463,	
282,	1470,	
283,	1465,	
284,	1466,	
285,	1471,	
286,	1470,	
287,	1471,	
288,	1468,	
289,	1466,	
290,	1464,	
291,	1472,	
292,	1467,	
293,	1471,	
294,	1466,	
295,	1467,	
296,	1464,	
297,	1469,	
298,	1468,	
299,	1464,	
300,	1467,	
301,	1464,	
302,	1464,	
303,	1465,	
304,	1463,	
305,	1465,	
306,	1470,	
307,	1469,	
308,	1466,	
309,	1473,	
310,	1469,	
311,	1467,	
312,	1469,	
313,	1467,	
314,	1465,	
315,	1465,	
316,	1468,	
317,	1471,	
318,	1467,	
319,	1468,	
